"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","6.6","9.8","0.6","0","6.6","0","0"
"1","1","1","0","0","6.8","9.8","0.6","0","6.8","0","0"
"1","1","2","0","0","7","7.7","0.6","0","7","0","0"
"1","1","3","0","0","7.2","10.3","0.6","0","7.2","0","0"
"1","1","4","0","0","7.3","10.8","0.6","0","7.3","0","0"
"1","1","5","0","0","7.4","10.3","0.6","0","7.4","0","0"
"1","1","6","0","0","7","8.2","0.6","0","7","0","0"
"1","1","7","0","0","7.5","9.8","0.6","0","7.5","0","0"
"1","1","8","0","2","7.7","11.8","0.6","1.903","7.713","0.868","0"
"1","1","9","0","15","8","10.8","0.6","14.073","8.122","10.755","6.41"
"1","1","10","0","33","7.6","8.7","0.6","31.007","7.92","25.54","20.671"
"1","1","11","0","44","8.3","10.3","0.6","41.369","8.676","34.631","29.44"
"1","1","12","0","45","8.4","9.8","0.6","42.312","8.799","35.456","30.236"
"1","1","13","0","37","8.8","9.3","0.6","34.773","9.141","28.738","23.756"
"1","1","14","0","21","8.9","10.3","0.6","19.713","9.078","15.57","11.054"
"1","1","15","0","5","8.9","8.7","0.6","4.685","8.941","2.209","0"
"1","1","16","0","0","8.3","8.7","0.6","0","0","0","0"
"1","1","17","0","0","7.1","8.7","0.6","0","7.1","0","0"
"1","1","18","0","0","6.3","7.7","0.6","0","6.3","0","0"
"1","1","19","0","0","6.1","6.7","0.6","0","6.1","0","0"
"1","1","20","0","0","5.4","8.2","0.6","0","5.4","0","0"
"1","1","21","0","0","5.5","7.7","0.6","0","5.5","0","0"
"1","1","22","0","0","5.5","8.2","0.6","0","5.5","0","0"
"1","1","23","0","0","4.9","8.7","0.6","0","4.9","0","0"
"1","2","0","0","0","6","9.8","0.6","0","6","0","0"
"1","2","1","0","0","6","9.8","0.6","0","6","0","0"
"1","2","2","0","0","5.6","9.8","0.6","0","5.6","0","0"
"1","2","3","0","0","5.6","8.7","0.6","0","5.6","0","0"
"1","2","4","0","0","6.6","9.8","0.6","0","6.6","0","0"
"1","2","5","0","0","6.8","9.8","0.6","0","6.8","0","0"
"1","2","6","0","0","6.6","7.7","0.6","0","6.6","0","0"
"1","2","7","0","0","7.1","8.7","0.6","0","7.1","0","0"
"1","2","8","0","5","7.1","7.7","0.6","4.756","7.145","2.278","0"
"1","2","9","0","27","7","8.7","0.6","25.376","7.259","19.992","15.32"
"1","2","10","111","77","7.5","9.8","0.6","148","8.898","130.285","121.705"
"1","2","11","275","98","7.4","10.8","0.6","279.157","9.854","252.951","240.025"
"1","2","12","107","112","7.7","9.8","0.6","196.695","9.562","175.614","165.427"
"1","2","13","31","86","7.8","9.3","0.6","112.269","8.903","97.777","90.349"
"1","2","14","94","65","7.4","7.7","0.6","122.399","8.775","104.396","96.733"
"1","2","15","0","19","6.7","5.7","0.6","18.619","6.918","9.466","5.167"
"1","2","16","0","0","6.3","5.7","0.6","0","0","0","0"
"1","2","17","0","0","5.8","3.6","0.6","0","5.8","0","0"
"1","2","18","0","0","4.8","4.1","0.6","0","4.8","0","0"
"1","2","19","0","0","5","5.1","0.6","0","5","0","0"
"1","2","20","0","0","5.2","6.2","0.6","0","5.2","0","0"
"1","2","21","0","0","5.2","7.2","0.6","0","5.2","0","0"
"1","2","22","0","0","5.7","7.7","0.6","0","5.7","0","0"
"1","2","23","0","0","5.6","8.2","0.6","0","5.6","0","0"
"1","3","0","0","0","5.6","8.7","0.6","0","5.6","0","0"
"1","3","1","0","0","6.3","8.7","0.6","0","6.3","0","0"
"1","3","2","0","0","7.3","10.3","0.6","0","7.3","0","0"
"1","3","3","0","0","7.3","10.3","0.6","0","7.3","0","0"
"1","3","4","0","0","7.4","10.8","0.6","0","7.4","0","0"
"1","3","5","0","0","7.6","11.8","0.6","0","7.6","0","0"
"1","3","6","0","0","7.8","9.8","0.6","0","7.8","0","0"
"1","3","7","0","0","8","10.8","0.6","0","8","0","0"
"1","3","8","0","2","7.8","11.8","0.6","1.903","7.813","0.868","0"
"1","3","9","0","15","7.7","11.3","0.6","14.073","7.817","10.785","6.439"
"1","3","10","0","33","8.4","11.8","0.6","31.006","8.652","25.47","20.604"
"1","3","11","0","45","8.5","10.3","0.6","42.312","8.884","35.431","30.212"
"1","3","12","62","99","6.2","9.3","0.6","145.14","7.629","129.046","120.51"
"1","3","13","0","69","7.3","9.3","0.6","68.775","7.975","58.765","52.719"
"1","3","14","3","54","7.4","9.3","0.6","56.869","7.955","47.31","41.67"
"1","3","15","0","16","6.8","6.2","0.6","15.035","6.967","7.567","3.335"
"1","3","16","0","0","6","7.2","0.6","0","0","0","0"
"1","3","17","0","0","5.4","8.7","0.6","0","5.4","0","0"
"1","3","18","0","0","4.3","7.2","0.6","0","4.3","0","0"
"1","3","19","0","0","3.9","6.7","0.6","0","3.9","0","0"
"1","3","20","0","0","3.8","8.7","0.6","0","3.8","0","0"
"1","3","21","0","0","3.9","7.7","0.6","0","3.9","0","0"
"1","3","22","0","0","3.9","9.8","0.6","0","3.9","0","0"
"1","3","23","0","0","4","8.7","0.6","0","4","0","0"
"1","4","0","0","0","4.2","8.2","0.6","0","4.2","0","0"
"1","4","1","0","0","4.1","12.9","0.6","0","4.1","0","0"
"1","4","2","0","0","4","10.8","0.6","0","4","0","0"
"1","4","3","0","0","3.3","7.7","0.6","0","3.3","0","0"
"1","4","4","0","0","2.9","7.7","0.6","0","2.9","0","0"
"1","4","5","0","0","2.8","9.8","0.6","0","2.8","0","0"
"1","4","6","0","0","2.8","9.3","0.6","0","2.8","0","0"
"1","4","7","0","0","3","10.3","0.6","0","3","0","0"
"1","4","8","0","2","2.4","12.3","0.6","1.903","2.413","0.894","0"
"1","4","9","0","16","2.2","10.3","0.6","15.013","2.335","11.839","7.456"
"1","4","10","0","34","3","10.3","0.6","31.948","3.29","26.89","21.974"
"1","4","11","0","82","3.2","9.3","0.6","82.556","4.011","72.396","65.867"
"1","4","12","0","85","3.9","8.2","0.6","85.653","4.825","75.023","68.401"
"1","4","13","0","70","5","7.2","0.6","69.824","5.827","60.232","54.134"
"1","4","14","0","40","5.6","7.2","0.6","38.315","6.052","31.643","26.558"
"1","4","15","0","14","5.3","7.2","0.6","13.148","5.431","6.625","2.426"
"1","4","16","0","0","4.8","7.2","0.6","0","0","0","0"
"1","4","17","0","0","4.4","6.2","0.6","0","4.4","0","0"
"1","4","18","0","0","4.2","7.2","0.6","0","4.2","0","0"
"1","4","19","0","0","4","6.2","0.6","0","4","0","0"
"1","4","20","0","0","3.8","7.2","0.6","0","3.8","0","0"
"1","4","21","0","0","3.8","8.7","0.6","0","3.8","0","0"
"1","4","22","0","0","3.2","9.3","0.6","0","3.2","0","0"
"1","4","23","0","0","3","10.3","0.6","0","3","0","0"
"1","5","0","0","0","3","8.2","0.6","0","3","0","0"
"1","5","1","0","0","3","7.7","0.6","0","3","0","0"
"1","5","2","0","0","2.5","7.7","0.6","0","2.5","0","0"
"1","5","3","0","0","1.8","6.2","0.6","0","1.8","0","0"
"1","5","4","0","0","1.2","8.2","0.6","0","1.2","0","0"
"1","5","5","0","0","1","7.2","0.6","0","1","0","0"
"1","5","6","0","0","1.3","6.2","0.6","0","1.3","0","0"
"1","5","7","0","0","1.1","6.2","0.6","0","1.1","0","0"
"1","5","8","0","4","1.5","8.2","0.6","3.805","1.535","1.856","0"
"1","5","9","62","40","1.3","7.2","0.6","68.025","2.096","56.81","50.833"
"1","5","10","0","62","1.6","6.2","0.6","61.544","2.408","53.364","47.51"
"1","5","11","0","83","1.9","6.7","0.6","83.626","2.943","73.685","67.111"
"1","5","12","0","86","2.2","6.7","0.6","86.702","3.282","76.444","69.772"
"1","5","13","0","71","2.3","4.1","0.6","70.862","3.509","61.747","55.596"
"1","5","14","0","41","2.9","4.1","0.6","39.358","3.568","32.912","27.783"
"1","5","15","0","20","3","6.2","0.6","19.454","3.216","10.079","5.758"
"1","5","16","0","0","2.4","5.7","0.6","0","0","0","0"
"1","5","17","0","0","1.8","5.7","0.6","0","1.8","0","0"
"1","5","18","0","0","1.5","4.6","0.6","0","1.5","0","0"
"1","5","19","0","0","1.2","5.1","0.6","0","1.2","0","0"
"1","5","20","0","0","0.9","6.2","0.6","0","0.9","0","0"
"1","5","21","0","0","0.5","6.2","0.6","0","0.5","0","0"
"1","5","22","0","0","0.8","5.7","0.6","0","0.8","0","0"
"1","5","23","0","0","1.1","7.2","0.6","0","1.1","0","0"
"1","6","0","0","0","1.5","6.7","0.6","0","1.5","0","0"
"1","6","1","0","0","1.3","6.7","0.6","0","1.3","0","0"
"1","6","2","0","0","0.7","6.2","0.6","0","0.7","0","0"
"1","6","3","0","0","0.4","6.7","0.6","0","0.4","0","0"
"1","6","4","0","0","0.7","6.7","0.6","0","0.7","0","0"
"1","6","5","0","0","0.9","6.2","0.6","0","0.9","0","0"
"1","6","6","0","0","1.3","5.7","0.6","0","1.3","0","0"
"1","6","7","0","0","1.6","4.6","0.6","0","1.6","0","0"
"1","6","8","0","2","2.1","5.1","0.6","1.903","2.124","0.895","0"
"1","6","9","0","16","2.5","4.1","0.6","15.013","2.753","11.841","7.458"
"1","6","10","0","34","3","4.6","0.6","31.948","3.509","26.88","21.964"
"1","6","11","63","98","3.7","5.7","0.6","144.098","5.71","129.013","120.478"
"1","6","12","0","87","4.2","6.2","0.6","87.743","5.355","76.786","70.101"
"1","6","13","0","72","4.8","4.6","0.6","71.895","5.946","62.1","55.936"
"1","6","14","0","42","4.8","3.6","0.6","40.397","5.539","33.577","28.423"
"1","6","15","0","6","4.9","3.1","0.6","5.623","4.994","2.73","0"
"1","6","16","0","0","4.9","3.1","0.6","0","0","0","0"
"1","6","17","0","0","4.8","4.1","0.6","0","4.8","0","0"
"1","6","18","0","0","4.7","4.6","0.6","0","4.7","0","0"
"1","6","19","0","0","4.6","5.1","0.6","0","4.6","0","0"
"1","6","20","0","0","4.4","4.6","0.6","0","4.4","0","0"
"1","6","21","0","0","3.7","4.6","0.6","0","3.7","0","0"
"1","6","22","0","0","3.5","3.6","0.6","0","3.5","0","0"
"1","6","23","0","0","3.9","4.6","0.6","0","3.9","0","0"
"1","7","0","0","0","3.7","3.1","0.6","0","3.7","0","0"
"1","7","1","0","0","3.4","3.6","0.6","0","3.4","0","0"
"1","7","2","0","0","3.1","4.6","0.6","0","3.1","0","0"
"1","7","3","0","0","3.2","5.1","0.6","0","3.2","0","0"
"1","7","4","0","0","3.3","4.6","0.6","0","3.3","0","0"
"1","7","5","0","0","3.3","5.7","0.6","0","3.3","0","0"
"1","7","6","0","0","3.4","5.7","0.6","0","3.4","0","0"
"1","7","7","0","0","3.3","6.7","0.6","0","3.3","0","0"
"1","7","8","0","2","3.3","6.2","0.6","1.903","3.321","0.889","0"
"1","7","9","0","16","3.5","7.2","0.6","15.013","3.676","11.806","7.424"
"1","7","10","0","35","3.8","6.7","0.6","32.89","4.21","27.633","22.69"
"1","7","11","0","47","4.2","6.2","0.6","44.198","4.781","37.738","32.437"
"1","7","12","0","88","4.7","8.7","0.6","88.775","5.617","77.654","70.939"
"1","7","13","0","40","3","9.8","0.6","37.599","3.355","32.005","26.908"
"1","7","14","0","24","1.5","6.2","0.6","22.535","1.795","18.598","13.975"
"1","7","15","0","6","1.1","6.7","0.6","5.623","1.159","2.782","0"
"1","7","16","0","0","0.9","6.2","0.6","0","0","0","0"
"1","7","17","0","0","1","6.7","0.6","0","1","0","0"
"1","7","18","0","0","1.4","7.2","0.6","0","1.4","0","0"
"1","7","19","0","0","1.8","5.7","0.6","0","1.8","0","0"
"1","7","20","0","0","2.7","4.6","0.6","0","2.7","0","0"
"1","7","21","0","0","3","5.7","0.6","0","3","0","0"
"1","7","22","0","0","3","6.7","0.6","0","3","0","0"
"1","7","23","0","0","2.8","6.7","0.6","0","2.8","0","0"
"1","8","0","0","0","2.1","6.7","0.6","0","2.1","0","0"
"1","8","1","0","0","1.8","6.7","0.6","0","1.8","0","0"
"1","8","2","0","0","1.7","6.7","0.6","0","1.7","0","0"
"1","8","3","0","0","2","7.7","0.6","0","2","0","0"
"1","8","4","0","0","1.8","9.3","0.6","0","1.8","0","0"
"1","8","5","0","0","2.2","8.7","0.6","0","2.2","0","0"
"1","8","6","0","0","2.3","6.7","0.6","0","2.3","0","0"
"1","8","7","0","0","2.2","6.7","0.6","0","2.2","0","0"
"1","8","8","0","5","2.5","8.2","0.6","4.756","2.543","2.333","0"
"1","8","9","235","31","2.5","8.7","0.6","128.689","3.811","108.908","101.085"
"1","8","10","84","88","3.1","8.7","0.6","149.16","4.642","133.461","124.769"
"1","8","11","0","85","3.6","9.3","0.6","85.594","4.441","75.08","68.456"
"1","8","12","0","89","4.5","11.3","0.6","89.796","5.259","78.702","71.95"
"1","8","13","0","75","4.5","10.3","0.6","75.116","5.182","65.23","58.956"
"1","8","14","0","25","3.2","10.3","0.6","23.476","3.412","19.293","14.646"
"1","8","15","0","7","3.4","8.7","0.6","6.561","3.458","3.299","0"
"1","8","16","0","0","2.9","9.3","0.6","0","0","0","0"
"1","8","17","0","0","2.8","8.7","0.6","0","2.8","0","0"
"1","8","18","0","0","1.7","7.7","0.6","0","1.7","0","0"
"1","8","19","0","0","1.7","7.7","0.6","0","1.7","0","0"
"1","8","20","0","0","1.2","4.6","0.6","0","1.2","0","0"
"1","8","21","0","0","0.7","4.1","0.6","0","0.7","0","0"
"1","8","22","0","0","0.8","3.6","0.6","0","0.8","0","0"
"1","8","23","0","0","0.8","4.1","0.6","0","0.8","0","0"
"1","9","0","0","0","1.3","5.7","0.6","0","1.3","0","0"
"1","9","1","0","0","1.3","6.2","0.6","0","1.3","0","0"
"1","9","2","0","0","1.3","6.2","0.6","0","1.3","0","0"
"1","9","3","0","0","1.2","6.7","0.6","0","1.2","0","0"
"1","9","4","0","0","1","6.7","0.6","0","1","0","0"
"1","9","5","0","0","0.9","6.7","0.6","0","0.9","0","0"
"1","9","6","0","0","0.8","6.2","0.6","0","0.8","0","0"
"1","9","7","0","0","0.6","7.2","0.6","0","0.6","0","0"
"1","9","8","0","3","0.4","5.7","0.6","2.854","0.434","1.381","0"
"1","9","9","0","17","0.3","4.6","0.6","15.953","0.552","12.785","8.369"
"1","9","10","0","36","0.6","3.1","0.6","33.832","1.272","28.827","23.842"
"1","9","11","0","48","1","4.1","0.6","45.141","1.771","39.065","33.717"
"1","9","12","0","50","1.1","4.1","0.6","47.026","1.903","40.765","35.357"
"1","9","13","0","42","1.6","5.1","0.6","39.485","2.19","33.86","28.697"
"1","9","14","0","45","1.7","5.1","0.6","43.475","2.347","36.837","31.569"
"1","9","15","0","7","1.8","5.7","0.6","6.561","1.881","3.621","0"
"1","9","16","0","0","1.8","7.2","0.6","0","0","0","0"
"1","9","17","0","0","1.4","6.7","0.6","0","1.4","0","0"
"1","9","18","0","0","1.3","6.7","0.6","0","1.3","0","0"
"1","9","19","0","0","0.9","6.7","0.6","0","0.9","0","0"
"1","9","20","0","0","1.1","7.2","0.6","0","1.1","0","0"
"1","9","21","0","0","1","6.2","0.6","0","1","0","0"
"1","9","22","0","0","1","6.2","0.6","0","1","0","0"
"1","9","23","0","0","0.6","5.7","0.6","0","0.6","0","0"
"1","10","0","0","0","0.6","4.1","0.6","0","0.6","0","0"
"1","10","1","0","0","0.5","5.1","0.6","0","0.5","0","0"
"1","10","2","0","0","0.2","5.1","0.6","0","0.2","0","0"
"1","10","3","0","0","0.1","4.1","0.6","0","0.1","0","0"
"1","10","4","0","0","0.1","4.1","0.6","0","0.1","0","0"
"1","10","5","0","0","0","4.1","0.6","0","0","0","0"
"1","10","6","0","0","0.2","4.1","0.6","0","0.2","0","0"
"1","10","7","0","0","0.2","5.1","0.6","0","0.2","0","0"
"1","10","8","0","3","0.3","5.1","0.6","2.854","0.336","1.382","0"
"1","10","9","0","31","0.2","3.1","0.6","29.146","0.774","23.954","19.142"
"1","10","10","31","83","0.2","3.1","0.6","108.125","2.352","96.27","88.896"
"1","10","11","115","116","0.8","4.6","0.6","205.442","4.086","187.578","176.968"
"1","10","12","51","113","0.2","3.6","0.6","156.476","3.083","141.784","132.796"
"1","10","13","0","77","0.4","4.6","0.6","77.112","1.629","68.014","61.64"
"1","10","14","0","47","0.3","3.6","0.6","45.642","1.136","38.979","33.634"
"1","10","15","0","13","-0.1","3.1","0.6","12.2","0.121","7.457","3.229"
"1","10","16","0","0","0.1","2.6","0.6","0","0","0","0"
"1","10","17","0","0","-0.4","2.6","0.6","0","-0.4","0","0"
"1","10","18","0","0","-0.7","2.6","0.6","0","-0.7","0","0"
"1","10","19","0","0","-1.2","3.1","0.6","0","-1.2","0","0"
"1","10","20","0","0","-1.6","2.1","0.6","0","-1.6","0","0"
"1","10","21","0","0","-1.7","2.6","0.6","0","-1.7","0","0"
"1","10","22","0","0","-1.9","2.6","0.6","0","-1.9","0","0"
"1","10","23","0","0","-2.4","3.1","0.6","0","-2.4","0","0"
"1","11","0","0","0","-2.4","3.1","0.6","0","-2.4","0","0"
"1","11","1","0","0","-2.3","3.6","0.6","0","-2.3","0","0"
"1","11","2","0","0","-1.7","4.1","0.6","0","-1.7","0","0"
"1","11","3","0","0","-1.3","5.1","0.6","0","-1.3","0","0"
"1","11","4","0","0","-1.1","5.1","0.6","0","-1.1","0","0"
"1","11","5","0","0","-0.6","5.7","0.6","0","-0.6","0","0"
"1","11","6","0","0","-0.4","5.7","0.6","0","-0.4","0","0"
"1","11","7","0","0","0.2","6.2","0.6","0","0.2","0","0"
"1","11","8","0","3","0.6","6.2","0.6","2.854","0.632","1.38","0"
"1","11","9","0","17","0.7","6.7","0.6","15.953","0.897","12.801","8.384"
"1","11","10","0","37","1.4","6.7","0.6","34.774","1.833","29.616","24.603"
"1","11","11","0","49","2.1","7.7","0.6","46.083","2.621","39.789","34.416"
"1","11","12","0","51","2.3","7.7","0.6","47.969","2.842","41.469","36.036"
"1","11","13","0","43","2.8","7.2","0.6","40.427","3.279","34.569","29.38"
"1","11","14","0","27","3.3","7.7","0.6","25.358","3.585","20.956","16.25"
"1","11","15","0","8","3.6","7.2","0.6","7.499","3.682","4.637","0.51"
"1","11","16","0","0","3.8","6.2","0.6","0","0","0","0"
"1","11","17","0","0","3.3","6.2","0.6","0","3.3","0","0"
"1","11","18","0","0","3.7","7.7","0.6","0","3.7","0","0"
"1","11","19","0","0","3.8","6.7","0.6","0","3.8","0","0"
"1","11","20","0","0","3.4","7.7","0.6","0","3.4","0","0"
"1","11","21","0","0","3.3","7.2","0.6","0","3.3","0","0"
"1","11","22","0","0","2.9","7.2","0.6","0","2.9","0","0"
"1","11","23","0","0","2.9","6.7","0.6","0","2.9","0","0"
"1","12","0","0","0","3","5.7","0.6","0","3","0","0"
"1","12","1","0","0","2.9","6.7","0.6","0","2.9","0","0"
"1","12","2","0","0","3","7.7","0.6","0","3","0","0"
"1","12","3","0","0","2.8","6.7","0.6","0","2.8","0","0"
"1","12","4","0","0","2.9","7.2","0.6","0","2.9","0","0"
"1","12","5","0","0","2.7","6.2","0.6","0","2.7","0","0"
"1","12","6","0","0","2.7","6.7","0.6","0","2.7","0","0"
"1","12","7","0","0","2.4","6.7","0.6","0","2.4","0","0"
"1","12","8","0","3","2.3","6.2","0.6","2.854","2.332","1.368","0"
"1","12","9","0","18","2.4","5.1","0.6","16.893","2.65","13.502","9.06"
"1","12","10","0","37","2.9","6.2","0.6","34.774","3.357","29.44","24.433"
"1","12","11","0","49","3.3","7.2","0.6","46.083","3.847","39.597","34.231"
"1","12","12","0","52","3.4","6.2","0.6","48.912","4.044","42.117","36.661"
"1","12","13","0","44","2.9","5.7","0.6","41.369","3.476","35.39","30.172"
"1","12","14","0","27","2.3","4.6","0.6","25.358","2.703","21.056","16.347"
"1","12","15","0","8","2.9","4.1","0.6","7.499","3.02","4.847","0.712"
"1","12","16","0","0","3.2","3.6","0.6","0","0","0","0"
"1","12","17","0","0","3.4","4.6","0.6","0","3.4","0","0"
"1","12","18","0","0","3.6","4.1","0.6","0","3.6","0","0"
"1","12","19","0","0","3.7","5.1","0.6","0","3.7","0","0"
"1","12","20","0","0","3.6","6.2","0.6","0","3.6","0","0"
"1","12","21","0","0","3.7","4.6","0.6","0","3.7","0","0"
"1","12","22","0","0","3.4","3.6","0.6","0","3.4","0","0"
"1","12","23","0","0","3.4","4.6","0.6","0","3.4","0","0"
"1","13","0","0","0","2.9","4.6","0.6","0","2.9","0","0"
"1","13","1","0","0","2.2","5.7","0.6","0","2.2","0","0"
"1","13","2","0","0","1.9","4.6","0.6","0","1.9","0","0"
"1","13","3","0","0","1.5","4.6","0.6","0","1.5","0","0"
"1","13","4","0","0","1.1","5.1","0.6","0","1.1","0","0"
"1","13","5","0","0","1.1","6.7","0.6","0","1.1","0","0"
"1","13","6","0","0","1.3","6.7","0.6","0","1.3","0","0"
"1","13","7","0","0","1.2","7.2","0.6","0","1.2","0","0"
"1","13","8","0","8","1.8","8.7","0.6","7.61","1.866","3.826","0"
"1","13","9","0","18","2.4","10.3","0.6","16.893","2.552","13.527","9.084"
"1","13","10","0","38","2.8","9.8","0.6","35.716","3.137","30.31","25.272"
"1","13","11","0","51","3.3","11.3","0.6","47.97","3.705","41.314","35.887"
"1","13","12","0","53","3.5","12.3","0.6","49.856","3.894","42.993","37.506"
"1","13","13","0","45","3","10.8","0.6","42.312","3.37","36.256","31.007"
"1","13","14","0","28","2.3","11.3","0.6","26.299","2.521","21.909","17.169"
"1","13","15","0","8","1.4","11.3","0.6","7.499","1.46","5.048","0.905"
"1","13","16","0","0","2.6","10.8","0.6","0","0","0","0"
"1","13","17","0","0","3.6","9.8","0.6","0","3.6","0","0"
"1","13","18","0","0","4.8","11.3","0.6","0","4.8","0","0"
"1","13","19","0","0","4.8","9.8","0.6","0","4.8","0","0"
"1","13","20","0","0","5.2","7.7","0.6","0","5.2","0","0"
"1","13","21","0","0","4.6","7.7","0.6","0","4.6","0","0"
"1","13","22","0","0","4.6","6.7","0.6","0","4.6","0","0"
"1","13","23","0","0","5","7.7","0.6","0","5","0","0"
"1","14","0","0","0","4.9","8.7","0.6","0","4.9","0","0"
"1","14","1","0","0","3.8","8.7","0.6","0","3.8","0","0"
"1","14","2","0","0","3.3","7.7","0.6","0","3.3","0","0"
"1","14","3","0","0","2.4","5.7","0.6","0","2.4","0","0"
"1","14","4","0","0","3.1","7.2","0.6","0","3.1","0","0"
"1","14","5","0","0","3.3","6.7","0.6","0","3.3","0","0"
"1","14","6","0","0","2.6","5.1","0.6","0","2.6","0","0"
"1","14","7","0","0","3","6.7","0.6","0","3","0","0"
"1","14","8","0","11","3","5.7","0.6","10.464","3.123","5.305","1.154"
"1","14","9","97","43","3.5","4.6","0.6","90.891","4.935","76.747","70.064"
"1","14","10","29","88","3.5","4.6","0.6","112.846","5.3","99.633","92.139"
"1","14","11","0","51","5","4.1","0.6","47.969","5.82","40.965","35.55"
"1","14","12","0","54","4.9","5.1","0.6","50.799","5.66","43.53","38.024"
"1","14","13","0","46","3.4","7.7","0.6","43.255","3.889","37.028","31.753"
"1","14","14","0","29","3.4","5.7","0.6","27.24","3.778","22.627","17.862"
"1","14","15","0","9","4.1","6.7","0.6","8.438","4.201","5.787","1.619"
"1","14","16","0","0","5.8","7.2","0.6","0","0","0","0"
"1","14","17","0","0","7.6","8.7","0.6","0","7.6","0","0"
"1","14","18","0","0","7.9","9.3","0.6","0","7.9","0","0"
"1","14","19","0","0","7.4","7.2","0.6","0","7.4","0","0"
"1","14","20","0","0","7","14.9","0.6","0","7","0","0"
"1","14","21","0","0","5.9","10.3","0.6","0","5.9","0","0"
"1","14","22","0","0","5.5","11.3","0.6","0","5.5","0","0"
"1","14","23","0","0","5.2","12.3","0.6","0","5.2","0","0"
"1","15","0","0","0","4.5","15.4","0.6","0","4.5","0","0"
"1","15","1","0","0","4.4","16.4","0.6","0","4.4","0","0"
"1","15","2","0","0","5","16.4","0.6","0","5","0","0"
"1","15","3","0","0","4.6","17","0.6","0","4.6","0","0"
"1","15","4","0","0","4.2","18.5","0.6","0","4.2","0","0"
"1","15","5","0","0","1.5","18.5","0.6","0","1.5","0","0"
"1","15","6","0","0","2","18","0.6","0","2","0","0"
"1","15","7","0","0","1.4","13.9","0.6","0","1.4","0","0"
"1","15","8","0","3","0.8","9.8","0.6","2.854","0.823","1.379","0"
"1","15","9","0","19","0.8","6.7","0.6","17.833","1.021","14.45","9.975"
"1","15","10","0","70","2.3","7.7","0.6","69.675","3.087","60.752","54.635"
"1","15","11","140","118","2.2","8.7","0.6","221.867","4.5","203.118","191.957"
"1","15","12","253","116","3.6","7.7","0.6","296.021","6.961","271.736","258.144"
"1","15","13","315","94","4.1","7.7","0.6","301.722","7.527","276.671","262.903"
"1","15","14","237","75","3.9","7.2","0.6","207.131","6.355","185.016","174.497"
"1","15","15","32","33","3.2","5.7","0.6","47.785","3.838","35.65","30.423"
"1","15","16","0","1","2.2","4.6","0.6","0.951","2.213","0","0"
"1","15","17","0","0","2.3","7.2","0.6","0","2.3","0","0"
"1","15","18","0","0","1.9","5.1","0.6","0","1.9","0","0"
"1","15","19","0","0","1.8","6.2","0.6","0","1.8","0","0"
"1","15","20","0","0","0.7","6.7","0.6","0","0.7","0","0"
"1","15","21","0","0","0.7","6.7","0.6","0","0.7","0","0"
"1","15","22","0","0","0.4","5.7","0.6","0","0.4","0","0"
"1","15","23","0","0","0.3","5.1","0.6","0","0.3","0","0"
"1","16","0","0","0","0","5.7","0.6","0","0","0","0"
"1","16","1","0","0","0.6","7.7","0.6","0","0.6","0","0"
"1","16","2","0","0","0.9","5.7","0.6","0","0.9","0","0"
"1","16","3","0","0","0.4","5.7","0.6","0","0.4","0","0"
"1","16","4","0","0","0.4","6.2","0.6","0","0.4","0","0"
"1","16","5","0","0","0.9","5.7","0.6","0","0.9","0","0"
"1","16","6","0","0","1.3","5.7","0.6","0","1.3","0","0"
"1","16","7","0","0","1.7","7.2","0.6","0","1.7","0","0"
"1","16","8","0","9","1.7","7.2","0.6","8.562","1.786","4.329","0.212"
"1","16","9","0","36","2.5","9.8","0.6","34.293","2.821","28.369","23.4"
"1","16","10","0","72","1.5","6.7","0.6","71.848","2.396","62.913","56.72"
"1","16","11","51","116","3.3","8.2","0.6","159.229","5.022","143.35","134.307"
"1","16","12","128","131","4","7.7","0.6","233.242","6.645","212.019","200.543"
"1","16","13","46","106","4.5","9.3","0.6","143.714","5.914","128.36","119.848"
"1","16","14","120","82","4.2","8","0.6","155.812","5.911","138.096","129.239"
"1","16","15","29","34","3.9","6.7","0.6","47.819","4.476","36.289","31.04"
"1","16","16","0","1","3.4","6.2","0.6","0.951","3.411","0","0"
"1","16","17","0","0","2.4","5.1","0.6","0","2.4","0","0"
"1","16","18","0","0","2.6","5.7","0.6","0","2.6","0","0"
"1","16","19","0","0","2.2","5.7","0.6","0","2.2","0","0"
"1","16","20","0","0","2.4","7.7","0.6","0","2.4","0","0"
"1","16","21","0","0","2","7.2","0.6","0","2","0","0"
"1","16","22","0","0","3","7.7","0.6","0","3","0","0"
"1","16","23","0","0","3","9.3","0.6","0","3","0","0"
"1","17","0","0","0","3","10.3","0.6","0","3","0","0"
"1","17","1","0","0","4","8.2","0.6","0","4","0","0"
"1","17","2","0","0","4.7","8.7","0.6","0","4.7","0","0"
"1","17","3","0","0","5.7","9.8","0.6","0","5.7","0","0"
"1","17","4","0","0","5.9","8.2","0.6","0","5.9","0","0"
"1","17","5","0","0","6.3","7.2","0.6","0","6.3","0","0"
"1","17","6","0","0","6.8","8.2","0.6","0","6.8","0","0"
